MarketCode,MarketName,StateCode,StateName,CountyCode,CountyName,TractCode,BlockGroupCode,Latitude,Longitude,True Owner,ManagementCompany,ProjID,Submarket,Name,Address,City,State,Zip,Phone,YearBuilt,Quantity,AreaPerUnit,Level,Status,Estimated_Property_Size,Avg_Effective_Rent,Avg_Effective_Rent_Per_SqFt,Avg_Occupancy,Avg_Occupancy_During_Lease_Up,Avg_Concession,Lease_Up_Months,Market_Grade_Avg,SubMarket_Grade_Avg,Property_Age,PAS_normalized,RI,PTI,Cluster,Cluster_Category
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1100,1,30.26852,-97.75058,Phoenix Property Company,Lincoln Property Company,17400,Downtown/University,404 Rio Grande,404 Rio Grande St,Austin,TX,78701,5123910100,2004,141,983,5,S,27720.6,2046.28,2.081668362156663,0.9463,0.0,19.433333333333337,0.0,3.0,5.0,16,0.8023255813953488,1.0,2.96046511627907,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1305,1,30.25967,-97.74876,Alliance Residential Company,Berkshire Communities,48136,South Austin,422 At The Lake,422 W Riverside Dr,Austin,TX,78704,5124809000,2016,207,816,6,S,28152.0,2019.6851851851852,2.475104393609296,0.8284259259259259,0.0,66.77777777777777,0.0,5.0,5.0,4,0.9418604651162792,0.0,3.688372093023256,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1823,1,30.36683,-97.69203,GVA Property Management,Clear Property Management,12112,North Central Austin,502 North,502 W Longspur Blvd,Austin,TX,78753,5128351682,1985,160,814,3,S,43413.333333333336,864.6266666666667,1.0621949221949227,0.9200533333333332,0.0,21.926666666666662,0.0,3.0,2.5,35,0.5813953488372092,1.0,2.1662790697674423,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1200,2,30.27393,-97.76447,Intercontinental Real Estate,Greystar,19625,Downtown/University,5th Street Commons,1611 W 5th St,Austin,TX,78703,5124740900,2009,150,864,4,S,32400.0,1782.0492957746478,2.062557055294731,0.9054788732394368,0.0,51.147887323943664,0.0,3.5,5.0,11,0.8604651162790697,0.0,3.0720930232558143,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1714,1,30.43221,-97.84043,The Bascom Group,Pinnacle,12919,Far West Austin,620 Canyon Creek,9009 N FM 620,Austin,TX,78726,5129180890,2002,332,1238,3,S,137005.33333333334,1297.5,1.0480613893376416,0.92082,0.0,82.96666666666667,0.0,3.0,2.0,18,0.7790697674418605,1.0,2.0558139534883724,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,902,2,30.26169,-97.71999,GF Properties Group LLC,Greystar,53901,East Austin,7East,2025 E 7th St,Austin,TX,78702,5124762025,2016,186,750,5,S,27900.000000000004,1749.854838709677,2.333139784946238,0.8247096774193545,0.0,36.82258064516129,0.0,5.0,5.0,4,0.9418604651162792,0.0,3.688372093023256,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,20508,1,30.48168,-97.76888,TA Associates Realty,Alliance Residential Company,37301,Cedar Park,95 Twenty,9520 Spectrum Dr,Austin,TX,78717,5125244663,2014,334,924,3,S,102872.0,1193.6279069767445,1.2918050941306751,0.8653837209302324,0.0,6.337209302325581,0.0,4.0,2.5,6,0.9186046511627908,0.0,2.5337209302325583,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1833,4,30.3525,-97.67588,InterCapital,Dayrise Residential LLC,26390,East Austin,9500 Apartments,9500 Dessau Rd,Austin,TX,78754,5128349718,1985,268,574,2,S,76916.0,762.12,1.3277351916376303,0.9626066666666668,0.0,9.413333333333334,0.0,3.5,4.0,35,0.5813953488372092,1.0,2.816279069767442,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1822,4,30.3704,-97.69996,Churchill Forge Properties,Churchill Forge Properties,12110,North Central Austin,A Country Place,9971 Quail Blvd,Austin,TX,78758,5123391733,1984,180,681,3,S,40860.0,707.9933333333333,1.0396377875673015,0.96346,0.0,6.153333333333333,0.0,2.0,2.5,36,0.5697674418604651,0.0,1.663953488372093,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1817,1,30.36504,-97.72998,Rainier Properties,Rainier Properties,67604,Near North Austin,Abbey Road,2601 Penny Ln,Austin,TX,78757,5124525155,1970,155,888,3,S,45880.0,942.3733333333332,1.061231231231232,0.92678,0.0,14.366666666666667,0.0,1.5,2.5,50,0.4069767441860464,1.0,1.5313953488372094,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1714,1,30.42018,-97.84464,Lincoln Property Company,Lincoln Property Company,10547,Far West Austin,Abelia Flats,8225 N FM 620,Austin,TX,78726,5124012120,2001,444,876,2,R,194472.0,955.9466666666668,1.0912633181126328,0.9384666666666666,0.0,25.386666666666667,0.0,2.5,2.5,19,0.7674418604651163,1.0,2.003488372093023,3,Repositioning Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1752,3,30.35582,-97.7546,Price Realty Corporation,Price Realty Corporation,19573,Near North Austin,"Acacia Cliffs I, II, & III",7201 Hart Ln,Austin,TX,78731,5123455400,1974,290,850,3,S,82166.66666666667,953.1666666666666,1.121372549019608,0.9108266666666665,0.0,31.9,0.0,1.5,2.5,46,0.4534883720930233,0.5,1.490697674418605,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,2308,4,30.22378,-97.75319,Avanath Capital Management LLC,Avanath Capital Management LLC,10449,South Austin,Acclaim at South Congress,701 Woodward St,Austin,TX,78704,5123268588,2002,280,1019,3,S,95106.66666666666,1022.2894736842104,1.003228139042405,0.9484210526315788,0.0,13.289473684210526,0.0,0.5,1.5,18,0.7790697674418605,0.0,0.805813953488372,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,2402,4,30.20069,-97.76973,FrontRange Capital Partners,Alliance Residential Company,27065,Far South Austin,Agave at South Congress,625 E Stassney Ln,Austin,TX,78745,5129120005,2009,195,934,3,S,60710.0,1227.3525179856117,1.3140819250381277,0.5825555555555555,0.5825555555555555,24.359712230215827,9.0,4.5,3.5,11,0.8604651162790697,0.0,3.022093023255814,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1811,2,30.32819,-97.67929,TI Communities,TI Communities,2320,North Central Austin,Agave Falls,1901 E Anderson Ln,Austin,TX,78752,5125827286,1975,325,824,2,S,133900.0,760.9333333333333,0.9234627831715216,0.90676,0.0,26.793333333333333,0.0,1.5,1.5,45,0.4651162790697675,0.5,1.1930232558139535,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1750,1,30.22109,-97.83336,Trammell Crow Residential,Greystar,91974,Southwest Austin,Alexan Garza Ranch,4009 Sabio Dr,Austin,TX,78749,8332945597,2020,370,878,4,LU,81215.0,1521.6923076923076,1.7331347468021718,0.4759230769230769,0.0,180.3846153846154,0.0,0.0,0.0,0,0.9883720930232558,0.0,0.1976744186046511,2,New Development Pre-Lease
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,2315,2,30.2343,-97.72977,Lion Real Estate Group,Lion Real Estate Group,19484,Riverside,Alister Apartments,1845 Burton Dr,Austin,TX,78741,5124426789,1978,162,653,2,S,52893.0,707.42,1.0833384379785609,0.9064666666666666,0.0,19.926666666666662,0.0,2.0,2.5,42,0.5,1.0,1.7500000000000002,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,20406,2,30.43991,-97.7738,Mill Creek Residential,Mill Creek Residential,34179,Northwest Austin,Alister Balcones,12215 Hunters Chase Dr,Austin,TX,78729,5125068090,2006,342,1044,4,R,89262.0,1138.0206896551724,1.090058131853613,0.9365655172413796,0.0,18.110344827586207,0.0,2.5,2.5,14,0.8255813953488372,1.0,2.0151162790697676,3,Repositioning Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1839,1,30.39005,-97.64754,Colgate McCallum Advisors Inc,Roscoe Property Management,91008,North Central Austin,Altair Tech Ridge,12408 Dessau Rd,Austin,TX,78753,5123097679,2019,230,950,3,S,72833.33333333334,1431.6666666666667,1.5070175438596485,0.7381428571428571,0.0,35.714285714285715,0.0,4.5,3.5,1,0.9767441860465116,0.0,3.0453488372093025,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,20318,2,30.46782,-97.81115,Altman Management Company Inc,Starlight Investments,46261,Cedar Park,Altis Lakeline,12700 Ridgeline Blvd,Cedar Park,TX,78613,8337097861,2017,354,985,3,S,116230.0,1313.469387755102,1.3334714596498498,0.8246530612244897,0.0,85.57142857142857,0.0,4.0,2.5,3,0.9534883720930232,0.0,2.5406976744186047,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1200,2,30.26964,-97.75584,AMLI Residential,AMLI Residential,19410,Downtown/University,AMLI 300,300 N Lamar Blvd,Austin,TX,78703,5124819300,2008,154,973,5,S,29968.4,1959.1466666666668,2.0135114765330595,0.7021999999999998,0.7021999999999998,33.693333333333335,20.0,3.0,5.0,12,0.8488372093023255,0.0,2.869767441860465,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,206,3,30.32744,-97.74014,AMLI Residential,AMLI Residential,34139,Near North Austin,AMLI 5350,5350 Burnet Rd,Austin,TX,78756,5124585350,2010,175,832,4,R,36400.0,1434.2539682539682,1.7238629426129428,0.5661666666666667,0.5661666666666667,7.904761904761905,6.0,4.5,4.5,10,0.872093023255814,1.0,3.4244186046511627,3,Repositioning Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,306,1,30.29688,-97.70389,AMLI Residential,AMLI Residential,38303,East Austin,AMLI at Mueller,1900 Simond Ave,Austin,TX,78723,5128796744,2015,280,819,5,S,45864.0,1710.439393939394,2.0884485884485886,0.8837272727272728,0.0,22.39393939393939,0.0,5.0,5.0,5,0.9302325581395348,0.0,3.686046511627907,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1769,2,30.24973,-97.89627,AMLI Residential,AMLI Residential,60618,Southwest Austin,AMLI Covered Bridge,8715 W Hwy 71,Austin,TX,78735,5124903003,2016,360,981,4,S,88290.0,1455.949152542373,1.4841479638556303,0.7921186440677966,0.0,33.74576271186441,0.0,3.0,3.0,4,0.9418604651162792,0.0,2.288372093023256,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1100,1,30.26529,-97.74633,AMLI Residential,AMLI Residential,15451,Downtown/University,AMLI Downtown,201 Lavaca St,Austin,TX,78701,5124721711,2004,220,974,7,R,30611.42857142857,2063.4266666666667,2.118507871321013,0.93382,0.0,22.08,0.0,3.0,5.0,16,0.8023255813953488,1.0,2.96046511627907,3,Repositioning Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,901,2,30.26857,-97.73157,AMLI Residential,AMLI Residential,18255,East Austin,AMLI Eastside,1000 San Marcos St,Austin,TX,78702,5124768700,2007,290,956,4,S,69310.0,1653.6666666666667,1.7297768479776847,0.8104117647058824,0.8104117647058824,56.17333333333333,17.0,5.0,5.0,13,0.8372093023255813,0.0,3.667441860465116,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1100,1,30.26618,-97.74808,AMLI Residential,AMLI Residential,19035,Downtown/University,AMLI on 2ND,421 W 3rd St,Austin,TX,78701,5124720421,2008,231,898,18,R,11524.333333333334,2262.86,2.5198886414253905,0.7665000000000001,0.7665000000000001,28.073333333333338,6.0,5.0,5.0,12,0.8488372093023255,1.0,3.769767441860465,3,Repositioning Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,306,1,30.30238,-97.70204,AMLI Residential,AMLI Residential,64806,East Austin,AMLI on Aldrich,2401 Aldrich St,Austin,TX,78723,8552077512,2018,318,1006,4,S,79977.0,2072.1666666666665,2.0598078197481757,0.745138888888889,0.0,47.77777777777778,0.0,4.5,5.0,2,0.9651162790697676,0.0,3.493023255813953,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,2304,2,30.24522,-97.73019,AMLI Residential,AMLI Residential,34038,Riverside,AMLI South Shore,1620 E Riverside Dr,Austin,TX,78741,5124471620,2010,375,887,6,S,55437.5,1628.873015873016,1.8363844598342904,0.8555396825396826,0.0,10.5,0.0,5.0,5.0,10,0.872093023255814,1.0,3.7744186046511623,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,2304,2,30.24522,-97.73019,37th Parallel Properties,AMLI Residential,82358,Riverside,AMLI South Shore II,1620 E Riverside Dr,Austin,TX,78741,8443234431,2020,68,1249,4,UC/LU,21233.0,2529.3333333333335,2.025086736055514,0.0,0.0,389.3333333333333,0.0,0.0,0.0,0,0.9883720930232558,0.0,0.1976744186046511,2,New Development Pre-Lease
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1822,1,30.371,-97.70177,ExchangeRight,RAM Partners LLC,87584,North Central Austin,Amor Apartment Homes,1200 Mearns Meadow Blvd,Austin,TX,78758,5128352975,1984,132,582,2,S,38412.0,718.1733333333333,1.2339747995418102,0.95002,0.0,8.766666666666667,0.0,3.5,3.5,36,0.5697674418604651,0.0,2.563953488372093,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,21504,3,30.58013,-97.68139,F&B Capital,Roscoe Property Management,53644,Round Rock/Georgetown,Anatole at Westinghouse,600 Westinghouse Rd,Georgetown,TX,78626,5126885025,2015,250,879,3,S,73250.0,1159.96875,1.3196459044368596,0.6737777777777778,0.6737777777777778,18.65625,9.0,4.0,2.5,5,0.9302325581395348,0.0,2.536046511627907,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,302,2,30.30335,-97.73637,MFB Real Estate,MFB Real Estate,10031578,Near North Austin,Andrews Place,415 W 39th St,Austin,TX,78751,5124529902,1983,51,611,3,S,10387.0,828.5804195804196,1.3561054330285092,0.983944055944056,0.0,2.1818181818181817,0.0,2.5,3.5,37,0.5581395348837209,0.0,2.161627906976744,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,209,Hays,10809,2,30.20603,-97.98129,Bonner Carrington,Bonner Carrington,10253510,Southwest Austin,Anthem at Ledge Stone,383 Rocky Ridge Trail,Austin,TX,78737,5122880800,2020,292,933,3,LU,90812.0,1470.5,1.57609860664523,0.1989,0.0,37.5,0.0,0.0,0.0,0,0.9883720930232558,0.0,0.1976744186046511,2,New Development Pre-Lease
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,306,1,30.30015,-97.69047,H&R Lonestar Properties,H&R Lonestar Properties,88301,East Austin,Apex Modern Living,2215 E 51st St,Austin,TX,78723,5129278000,1967,42,707,2,S,14847.0,1167.5263157894738,1.6513809275664402,0.913184210526316,0.0,17.92105263157895,0.0,3.0,3.5,53,0.3720930232558139,0.0,2.3244186046511626,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,20704,2,30.49674,-97.66829,37th Parallel Properties,512 Living,10016417,Round Rock/Georgetown,Apple Creek,1501 Lawnmont Dr,Round Rock,TX,78664,5122443715,1984,176,629,2,S,55352.0,664.6549295774648,1.056685102666876,0.9636619718309856,0.0,1.408450704225352,0.0,2.0,2.5,36,0.5697674418604651,0.5,1.713953488372093,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,209,Hays,10304,1,29.89192,-97.91626,Privately Owned,Relik Realty,27301,San Marcos,Aqua 16 Apartments Homes,1640 Aquarena Springs Dr,San Marcos,TX,78666,5123538077,1964,161,812,2,R,65366.0,830.8933333333333,1.0232676518883408,0.9442866666666668,0.0,10.56,0.0,3.0,2.0,56,0.3372093023255814,1.0,1.9674418604651167,3,Repositioning Properties
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,20313,2,30.52239,-97.81792,The Milestone Group,BH Management,19413,Cedar Park,Arboleda,900 Discovery Blvd,Cedar Park,TX,78613,5122593900,2007,312,803,3,S,83512.0,904.44,1.1263262764632624,0.9444133333333332,0.0,10.193333333333332,0.0,3.0,2.5,13,0.8372093023255813,0.0,2.1174418604651164,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1722,2,30.39457,-97.75345,Teachers Insurance & Annuity Association CREF,Pinnacle,15126,Arboretum,Arboretum Oaks,9617 Great Hills Trl,Austin,TX,78759,5123464697,1985,252,785,3,S,65940.0,976.1466666666666,1.2434989384288753,0.9555200000000004,0.0,9.4,0.0,3.0,3.0,35,0.5813953488372092,1.0,2.316279069767442,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,21,Bastrop,950400,2,30.10294,-97.32886,37th Parallel Properties,512 Living,10029491,Southeast Austin,Arbors of Bastrop,202 Childers Dr,Bastrop,TX,78602,5123080408,1982,88,730,2,S,32120.0,766.1940298507462,1.0495808628092411,0.9876119402985076,0.0,0.0,0.0,1.0,1.5,38,0.5465116279069768,0.0,0.9593023255813954,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,21203,1,30.59262,-97.411,Privately Owned,SunRidge Management Group,10005804,Round Rock/Georgetown,Arbors of Taylor,201 Highland Dr,Taylor,TX,76574,5123658571,1985,88,751,2,S,33044.0,758.1297709923664,1.0094937030524198,0.9700305343511452,0.0,5.770992366412214,0.0,1.5,2.0,35,0.5813953488372092,0.0,1.316279069767442,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1863,1,30.43424,-97.67928,Starwood Capital Group,Highmark Residential,2589,Pflugerville/Wells Branch,Arbors of Wells Branch,1831 Wells Branch Pkwy,Austin,TX,78728,5122511125,1986,212,737,2,S,78122.0,864.2933333333333,1.1727182270465857,0.9462733333333332,0.0,5.586666666666667,0.0,3.5,3.0,34,0.5930232558139534,0.0,2.4186046511627906,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1505,3,30.33686,-97.72234,Teachers Insurance & Annuity Association CREF,Pinnacle,18397,Near North Austin,Argosy at Crestview,1003 Justin Ln,Austin,TX,78757,5124594878,1985,288,685,3,S,65760.0,974.7733333333332,1.4230267639902672,0.94996,0.0,4.193333333333333,0.0,3.0,4.0,35,0.5813953488372092,1.0,2.6162790697674425,1,Stable Established Properties
12420,"Austin-Round Rock, TX",TX,Texas,209,Hays,10909,3,30.01939,-97.87515,BSR Trust LLC,BSR Trust LLC,10261002,San Marcos,Ariza Plum Creek Apartments,4700 Cromwell Dr,Kyle,TX,78640,5122689087,2019,348,839,3,S,97324.0,1202.857142857143,1.4336795504852684,0.9295714285714286,0.0,0.0,0.0,4.5,2.5,1,0.9767441860465116,0.0,2.7453488372093022,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,21507,1,30.56036,-97.67675,The Carroll Companies,RE Carroll Management,53307,Round Rock/Georgetown,Arrington Ridge,599 University Blvd,Round Rock,TX,78665,5123886080,2017,312,977,3,S,101608.0,1158.5777777777778,1.1858523825770493,0.7926222222222222,0.0,36.93333333333333,0.0,3.0,2.0,3,0.9534883720930232,0.0,1.990697674418605,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1823,1,30.36938,-97.6909,Belco Equities Inc,Belco Equities Inc,84935,North Central Austin,Arrowhead Park,605 Masterson Pass,Austin,TX,78753,5124375500,1997,290,855,3,S,82650.0,808.9666666666667,0.94615984405458,0.96356,0.0,8.793333333333333,0.0,2.0,2.0,23,0.7209302325581395,0.0,1.5441860465116275,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,491,Williamson,20409,1,30.46733,-97.76416,Bassham Properties,Bassham Properties,8592,Northwest Austin,Artisan,8701 W Parmer Ln,Austin,TX,78729,5122573110,2002,415,1045,2,S,216837.5,1007.76,0.9643636363636368,0.9377466666666664,0.0,16.19333333333333,0.0,1.5,2.0,18,0.7790697674418605,0.0,1.3558139534883722,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1712,2,30.21717,-97.79735,Gill & Tillery,Gill & Tillery,88244,Far South Austin,Arya Apartments,5426 Manchaca Rd,Austin,TX,78745,5124422700,1973,59,607,2,R,17906.5,972.1666666666666,1.6015925315760544,0.932,0.0,0.75,0.0,3.5,3.5,47,0.4418604651162791,1.0,2.638372093023256,3,Repositioning Properties
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1753,1,30.39232,-97.73824,B&M Management,B&M Management,44494,Arboretum,Ascent Arboretum,10011 Stonelake Blvd,Austin,TX,78759,5123431600,2015,330,809,4,S,66742.5,1448.8,1.7908529048207666,0.7987285714285715,0.0,41.614285714285714,0.0,5.0,4.5,5,0.9302325581395348,0.0,3.5360465116279065,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1834,2,30.37827,-97.65135,SPI Advisory,Valiant Residential,14043,East Austin,Ascent North,12001 Dessau Rd,Austin,TX,78754,5124919400,2004,460,998,3,S,153026.6666666667,987.2666666666668,0.989245156980628,0.9368999999999996,0.0,49.5,0.0,2.5,2.0,16,0.8023255813953488,0.0,1.76046511627907,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1823,1,30.37063,-97.6903,Ashford Communities,Ashford Communities,69259,North Central Austin,Ashford Costa Perla,401 Masterson Pass,Austin,TX,78753,5128348741,1984,104,673,2,S,34996.0,739.2533333333333,1.0984447746409098,0.9462066666666664,0.0,14.386666666666668,0.0,2.5,2.5,36,0.5697674418604651,0.0,1.863953488372093,4,Value-Oriented Stable Assets
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,1100,1,30.26413,-97.74536,MetLife Real Estate Investments,Greystar,26436,Downtown/University,Ashton Austin,101 Colorado St,Austin,TX,78701,5122360872,2009,259,1320,36,S,9496.666666666666,3706.8947368421054,2.808253588516747,0.7173571428571429,0.7173571428571429,51.46616541353384,14.0,4.5,5.0,11,0.8604651162790697,0.0,3.472093023255814,0,High-End New Developments
12420,"Austin-Round Rock, TX",TX,Texas,453,Travis,305,2,30.31193,-97.73176,Mayday Properties,Mayday Properties,10014147,Near North Austin,Aspenwood,4539 Guadalupe St,Austin,TX,78751,5124534991,1966,84,671,2,S,28182.0,887.1014492753624,1.3220587917665598,0.9929565217391304,0.0,2.5942028985507246,0.0,2.5,3.5,54,0.3604651162790697,0.0,2.1220930232558137,4,Value-Oriented Stable Assets
